,0,1,2,3,4,5,6,7,8,9,H-L
2022-01-05,0.03178491303779638,0.041532431854666915,0.012922767441893355,0.03136619206282469,0.05280446595926992,0.049988159512914486,0.03759113070150218,0.022873670758302458,0.026763115108390988,0.029739835919402442,-0.00204507711839394
2022-01-12,0.06481138889513521,0.07266367495313975,0.11033962670279197,0.052814510275631055,0.09898078463228452,0.09194039800483081,0.0795149651764799,0.0719169069992165,0.10444275614307547,0.07891432731958567,0.014102938424450456
2022-01-19,-0.09661074707291081,-0.05959206629805423,-0.0703569311761861,-0.06173404890653062,-0.10092658071691928,-0.04978318929813747,-0.0880611408860129,-0.0649836841848375,-0.05204241288736707,-0.06545828554281184,0.03115246153009897
2022-01-26,-0.028850449187670327,-0.029234986859676276,-0.0037101263814956023,-0.01513111781874308,-0.05123241544439108,0.004677915690022074,-0.024884603798741693,-0.000363692104591291,-0.023104097585884966,-0.006917939128273938,0.02193251005939639
2022-02-02,0.031480676248681026,0.026964679424131444,0.00831518120553702,0.035894559914360115,0.011545250391038136,0.011225532172537077,-0.004295966354292794,0.01917358685296365,0.01848152456188909,0.013247479297763053,-0.018233196950917973
2022-02-09,0.06051216553232179,0.05525046830039759,0.048660801010211065,0.044919627263037165,0.06289226667791882,0.06710323626404323,0.03816785582852476,0.04471276273721674,0.03404433188506388,0.0286794165009507,-0.031832749031371094
2022-02-16,-0.026223742080317376,-0.020203234364721382,-0.015781981171482086,-0.012351650401932535,-0.025975292219947745,-0.05457134019860706,-0.03543720886874098,-0.01371023206126045,-0.015153981757385339,-0.0334379725520503,-0.007214230471732922
2022-02-23,0.01600423331356077,0.02959291193406488,-0.003160208900363569,-0.002003538585808094,0.00835563038051354,0.012870307936956437,0.03040021968262901,0.0377874103699747,0.006863442362951974,0.017941517306486115,0.001937283992925344
2022-03-02,0.014316841168485396,-0.02995406047555334,-0.029669306466314608,-0.024358804904806186,-0.004285095770639048,-0.011211156487849965,-0.015612104163395684,-0.012488160789080164,-0.00642164736969396,-0.00041856975147337716,-0.014735410919958773
2022-03-09,-0.00524005732888363,-0.0034896505511131486,0.0010587595900707902,-0.023489137740870115,-0.020733763755469158,-0.016307416087458067,-0.02196358306472622,-0.01091636292698701,0.008728413537032523,-0.06327882758856662,-0.058038770259682994
2022-03-16,-0.012697430257475285,-0.014827760508899147,0.008267692022835525,-0.01739093412857291,-0.011583905801287342,0.01596070469690391,-0.004847413529256373,-0.012285698208321138,-0.0037565300158929446,0.0013604246459216584,0.014057854903396944
2022-03-23,0.023529674497551875,0.020189682688556573,-0.0030533991987323856,-5.951367637725344e-05,0.028022251971145575,0.008869326088336772,0.013192636573256315,-0.02132159443365922,-0.010878318726446755,0.005942717772765657,-0.017586956724786218
2022-03-30,-0.006563881810753523,-0.007519479213641632,0.003103501991159658,-0.016214284266264766,0.00029827045255733254,-0.010765161608123651,-0.011328492479990238,0.03922713942314886,-0.016071141920661617,-0.0012773019886161946,0.005286579822137328
2022-04-06,0.029740617984897706,0.03567130542589693,0.04318599983157989,0.018540790906590398,0.01943317016918074,0.04450850924425185,0.014840541377093808,0.01773437605258027,0.0028564916946370866,0.004597018852468895,-0.02514359913242881
2022-04-13,0.008706571307825001,0.02033415801007451,0.0009312524182782129,0.011293674241267548,0.02085240852595392,-0.010557445330358843,0.020092431382004124,0.014873516468302551,0.016315831050408854,0.017998138521166347,0.009291567213341345
2022-04-20,0.03722332612543601,-0.0014925646635706741,0.047783546310389655,0.039178772360986824,0.019185116265660444,0.0347133446215507,0.01861894298026697,0.01768342787442882,0.012456456486759398,0.015001017828118596,-0.022222308297317413
2022-04-27,0.035495380801670515,0.04062412870947482,0.05651585037942311,0.07536597625433107,0.054980326983280904,0.05076704450579178,0.06083693370110342,0.03616535356078459,0.06179710600463249,0.06570827326533961,0.030212892463669094
2022-05-04,-0.029239355895014297,0.0011125017647212808,-0.008840429707371606,-0.01584720929295111,0.026872912736829093,-0.015553337119612775,0.007503144922464018,-0.014759118296666499,0.005141495713934716,-0.022685194828421677,0.00655416106659262
2022-05-11,-0.017857096014128195,-0.01636500249478818,0.024778736103636977,-0.015104355891759685,-0.016759344242104564,-0.012402499202752396,-0.0009983503059475827,-0.005452977218473571,-0.017160877951900896,-0.015077371739729112,0.0027797242743990824
2022-05-18,-0.015549541016998208,-0.021020466980504693,-0.02639468336785955,-0.0177391630131633,0.009304206543358378,-0.010037995972456767,0.0009584046969273331,-0.020357248616461654,-0.021703392413560306,-0.010392993652579894,0.005156547364418314
2022-05-25,0.013257000955001421,0.018559205471937252,-0.016577706472997916,-0.002182744992164516,0.030923735813572942,0.019299977895838247,0.019370799517943387,0.030705996049078296,0.010082148965864075,0.036863175794005276,0.023606174839003853
2022-06-01,0.08283994427535675,0.0845011757193714,0.08540578016155856,0.059894744476568194,0.0830870217389314,0.07759731851824378,0.05869396705507429,0.06015367665410074,0.05545200326114971,0.07003577556168317,-0.012804168713673583
2022-06-08,0.028777188341565244,0.056317534484605095,0.0568526477664625,0.05768663221330303,0.016585886112907365,0.07009144464830105,0.05540824150396775,0.048231724437961226,0.06497426754821625,0.11634038429507254,0.0875631959535073
2022-06-15,-0.010849712308553142,-0.026523311016592138,-0.016417252267601143,-0.04693074898744,0.013127367710167679,-0.00850626077122646,-0.02520460620122036,-0.029364012077854763,-0.02857404762227319,-0.0176535233001786,-0.006803810991625459
2022-06-22,0.016828872045379438,0.018512228668482546,0.011624964624748008,0.011611101980471062,0.0016302999931472328,-0.013814629040327634,0.0076884232699592535,-0.015115784929116543,-0.00962836934801715,-0.0028071241768988352,-0.019635996222278275
2022-06-29,0.00875198777269087,0.01189262485478872,-0.021259333899062302,0.008640652066417707,0.019280590485672433,0.012310911247424703,0.022812470765859218,0.018686662492186375,-0.009409419823548064,0.006709352628320036,-0.002042635144370835
2022-07-06,-0.04948430444701037,-0.042950191375906416,-0.04039266802117504,-0.0426437595694415,-0.033424076174040904,-0.024387504482838072,-0.02741414160334303,-0.02811996831256924,-0.024467798153009486,0.004775279912162179,0.05425958435917255
2022-07-13,-0.01277390202288287,0.011891027507256865,-0.016698953998417428,-0.026134485765532477,-0.0020846624520437754,-0.020863037224022128,-0.005528535663620866,-0.01889184748207035,-0.005487718247459971,0.011162037485196638,0.023935939508079505
2022-07-20,-0.0006685642070503681,-0.005935598380345778,-0.004770605846650119,-0.014450064539640718,0.0002360742079494726,-0.012171690752477718,-0.01706660888343906,-0.004633359300903633,-0.013420682963035526,-0.022465323096573418,-0.021796758889523052
2022-07-27,-0.04051832408755163,-0.04265033448813945,-0.006767302789009825,-0.0012689259674675455,-0.0429104579410515,-0.0302105176484029,-0.012560577653479791,-0.019086345202794258,-0.03161113291785759,-0.012456665335757029,0.0280616587517946
2022-08-03,-0.025638750181746037,-0.010990873769670798,-0.016711242491570515,-0.0026407627559131954,0.0017297548434340696,0.0012114311956306295,-0.008096676662889369,-0.007359886520840755,0.004204698150088972,0.0022366486870875266,0.027875398868833563
2022-08-10,0.010061617206336186,0.015554422256234202,-0.0005846707853690205,0.009333908834703636,0.010355076512539632,0.0008725867417812062,0.027337303939271695,-0.007654223337365833,0.011553646862044405,0.01575953666829675,0.005697919461960563
2022-08-17,-0.005114692081139361,0.017257629877087725,0.04299045743656163,0.02128560935982289,0.029024145759012132,0.02157064757088836,0.01704178346562703,0.006743181847146382,0.02640596927779147,0.020923794537676878,0.02603848661881624
2022-08-24,0.0047226720409694,0.00350179503524917,0.003007534088099003,-0.005590425241835029,-0.010589122707222058,0.00033233245485841424,0.003185424885537984,0.014308602435235742,0.012133297796576277,0.016029408813472514,0.011306736772503113
2022-08-31,-0.05760477092279367,-0.04211122990130863,-0.023501293596181742,-0.026894825562050858,-0.04874102883999716,-0.03132521018305029,-0.00849516583561612,-0.04898918023455447,-0.029467483278504642,-0.007887561926133133,0.04971720899666053
2022-09-07,0.03783697606228992,0.023810250633394175,0.013393713533030704,0.021498840833244305,0.0007516701551708803,0.032984310140550824,0.03613125367437916,0.0022731924682583373,0.0237638711429953,0.022826165381975853,-0.015010810680314065
2022-09-14,0.043398582298076076,0.08891841958612748,0.06746164783614902,0.07587535520665725,0.055597595596243374,0.06018479921777149,0.10070779659560955,0.11077563359762263,0.06944651798325951,0.07994650999022898,0.036547927692152905
2022-09-21,-0.02519706116556144,-0.028000699935863994,-0.050168791747616355,-0.06704565205212552,-0.07491807456912894,-0.03136217826680876,-0.030147002883312103,-0.05973903882783341,-0.01848478767883338,-0.0366549583064887,-0.011457897140927258
2022-09-28,0.029997097970376606,0.0577204957955347,0.045979545164361646,0.029765478956093848,0.09551008877027624,0.05231076331569914,0.07231563097950246,0.06458377144735847,0.045514543001403715,0.05062321955132067,0.02062612158094406
2022-10-05,-0.03174861443947364,-0.02288919125487969,-0.04203530875051994,-0.02460045576671772,-0.031660132299174776,-0.02264845709743813,-0.023779291683758332,0.011337430532734671,-0.022857503449073002,-0.03447605387132198,-0.00272743943184834
2022-10-12,-0.006267093681149036,0.0018021891602454927,-0.0020148951543502974,-0.004618316839371684,-0.015120116479729176,-0.004408949903337587,0.0004984944036250522,-0.056653888985700916,0.0036529562843424395,-0.021512767339394556,-0.01524567365824552
2022-10-19,-0.00848264602477923,-0.012370110646499538,-0.014388500347713945,0.0007343523911140758,-0.011221496238249876,-0.006942607868068292,-0.020373435242737135,-0.016309362900891165,-0.005811558334342616,-0.025748623141565827,-0.017265977116786596
2022-10-26,-0.044076520233869154,-0.03628813534763112,2.5963258757795947e-06,-0.01827310047651116,-0.016497459135672972,-0.022653062168463606,-0.024235621167223206,-0.022143534462475266,-0.03551439051596944,-0.0161806835999037,0.027895836633965453
2022-11-02,-0.05135789910871713,-0.016548345884814734,0.010110452972542053,-0.010898957269228352,-0.0026456723137088297,-0.00498858989885197,0.002000183040892857,-0.022483432304104125,0.004025041899029275,-0.0018860397655663906,0.04947185934315074
2022-11-09,-0.0003671623574185018,-0.007978873044310903,-0.006772391319190142,-0.003670202617574425,-0.0019326697540912336,-0.019866923939393336,-0.010090366765293705,-0.011907638558080889,-0.007976761137091216,-0.0009782043566025351,-0.0006110419991840334
2022-11-16,-0.021986191375557032,-0.01043303799904414,-0.013562738438774978,-0.007928040153797365,-0.008473228137492786,-0.020697174287120996,-0.014821459146777315,-0.024562592055427053,-0.004883355393553069,-0.012664987622502039,0.009321203753054993
2022-11-23,0.05705474986137182,0.01376077895370962,0.049491693053966376,0.027162037130102144,0.013025684826448747,0.01220549799690181,0.029649046420709063,0.04042656681687356,0.028793619641508957,0.025814753683780802,-0.03123999617759102
2022-11-30,-0.008025552123967333,-0.011953528058490353,0.016432777795035568,-0.0002497950605745026,0.009423223688352616,-0.005822782523331483,0.00719450144906494,0.01523714705916292,-0.005555723684219309,-0.021182570243441865,-0.013157018119474532
2022-12-07,0.005519420707784996,0.011762156061877575,0.0030301110674647866,0.01808362327272748,0.015372745593222117,-0.0027141728266709348,0.016758762654456208,0.0014688348334169089,0.009065231900293211,0.011254262277808107,0.005734841570023111
2022-12-14,0.0317527447507085,0.05546817481778373,0.07294411029275222,0.024220006904660713,0.05752332922477729,0.07016151592049369,0.04249355299865045,0.054894080601179354,0.04697124448925737,0.05533927781061999,0.023586533059911485
