,date,ewretx,vwretx,nxt_freq_ewret,nxt_freq_vwretx
0,2015-01-14,-0.008512606798124267,-0.007221484133721701,0.0118599424052237,0.01036657205818492
1,2015-01-21,0.0118599424052237,0.01036657205818492,-0.009876377548695525,-0.014743204638253848
2,2015-01-28,-0.009876377548695525,-0.014743204638253848,0.021759086663539984,0.0196537613947827
3,2015-02-04,0.021759086663539984,0.0196537613947827,0.01200599903848798,0.013235310824830204
4,2015-02-11,0.01200599903848798,0.013235310824830204,0.017723664796302607,0.015058955829777565
5,2015-02-18,0.017723664796302607,0.015058955829777565,0.005229879016056316,0.006753493981423109
6,2015-02-25,0.005229879016056316,0.006753493981423109,-0.010241227868813985,-0.007252172492955067
7,2015-03-04,-0.010241227868813985,-0.007252172492955067,-0.02633383213649043,-0.027776604694110807
8,2015-03-11,-0.02633383213649043,-0.027776604694110807,0.03026735415468429,0.0290456074036749
9,2015-03-18,0.03026735415468429,0.0290456074036749,-0.01608102437655612,-0.018313861001131193
10,2015-03-25,-0.01608102437655612,-0.018313861001131193,0.003373280574290094,-0.0006599099437921696
11,2015-04-01,0.003373280574290094,-0.0006599099437921696,0.01208952662816909,0.010783157450551029
12,2015-04-08,0.01208952662816909,0.010783157450551029,0.010392576193995584,0.011878563633587635
13,2015-04-15,0.010392576193995584,0.011878563633587635,-0.003376965834475665,0.0006313772228581094
14,2015-04-22,-0.003376965834475665,0.0006313772228581094,-0.004730013540794498,-0.0005265106082738003
15,2015-04-29,-0.004730013540794498,-0.0005265106082738003,-0.010429610991891547,-0.012673039881765935
16,2015-05-06,-0.010429610991891547,-0.012673039881765935,0.007308531300961318,0.008811902500078128
17,2015-05-13,0.007308531300961318,0.008811902500078128,0.011508157800617314,0.013042829782624832
18,2015-05-20,0.011508157800617314,0.013042829782624832,-0.002435619818537793,-0.0011149032521686753
19,2015-05-27,-0.002435619818537793,-0.0011149032521686753,-0.0053398929529197,-0.0044313637029428365
20,2015-06-03,-0.0053398929529197,-0.0044313637029428365,-0.004819308355511809,-0.0041957536414030105
21,2015-06-10,-0.004819308355511809,-0.0041957536414030105,-0.0015951485340358618,-0.0022610725232894424
22,2015-06-17,-0.0015951485340358618,-0.0022610725232894424,0.0013862241760445038,0.003875443690763314
23,2015-06-24,0.0013862241760445038,0.003875443690763314,-0.015686239858859752,-0.014777791260224937
24,2015-07-01,-0.015686239858859752,-0.014777791260224937,-0.01503240476285228,-0.014797137468633648
25,2015-07-08,-0.01503240476285228,-0.014797137468633648,0.023020257407283307,0.029667484433005598
26,2015-07-15,0.023020257407283307,0.029667484433005598,-0.004439662769149311,0.0032029991044855155
27,2015-07-22,-0.004439662769149311,0.0032029991044855155,-0.00945031148071529,-0.009885723959583204
28,2015-07-29,-0.00945031148071529,-0.009885723959583204,0.007055116118526827,0.003148256486623646
29,2015-08-05,0.007055116118526827,0.003148256486623646,-0.0014605528870700324,-0.006567185349981908
